timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,load_stress_index,rain_stress_index,wind_stress_index,feeder_congestion_index,voltage_drop_index,maintenance_flag,neighbor_outage_reports,transformer_age_years,payment_day_flag,reserve_margin_index,fuel_supply_risk_index,hydro_inflow_stress_index,vegetation_risk_index,protection_miscoordination_index,scada_telecom_risk_index,non_technical_loss_index,asset_health_index,der_backup_risk_index,primary_outage_driver,outage,duration_min
2025-04-23 10:00:00,56.683,25.95,64.66,3.69,0.45,0.482,0.025,0.197,0.384,0.34,0,0,9.3,0,0.235,0.223,0.0,0.258,0.135,0.043,0.162,0.626,0.129,routine_load,0,0.0
2025-04-23 11:00:00,48.926,26.27,39.4,1.83,0.0,0.051,0.0,0.0,0.181,0.107,0,0,10.0,0,0.0,0.241,0.0,0.2,0.15,0.076,0.188,0.597,0.168,routine_load,0,0.0
2025-04-23 12:00:00,44.205,27.78,51.39,1.96,0.0,0.0,0.0,0.0,0.11,0.024,1,0,8.2,0,0.082,0.265,0.024,0.2,0.136,0.086,0.194,0.471,0.147,maintenance,0,0.0
2025-04-23 13:00:00,41.499,29.0,48.02,2.11,0.0,0.0,0.0,0.0,0.296,0.08,0,0,8.9,0,0.077,0.181,0.081,0.2,0.159,0.018,0.216,0.543,0.17,routine_load,0,0.0
2025-04-23 14:00:00,43.772,28.44,64.7,1.05,1.62,0.0,0.09,0.0,0.099,0.117,0,0,9.6,0,0.0,0.303,0.0,0.231,0.143,0.093,0.18,0.567,0.224,routine_load,0,0.0
2025-04-23 15:00:00,50.697,25.78,70.77,2.24,3.96,0.15,0.22,0.0,0.141,0.143,0,0,9.1,0,0.193,0.201,0.0,0.277,0.163,0.116,0.185,0.55,0.15,routine_load,0,0.0
2025-04-23 16:00:00,54.735,25.58,63.31,1.45,7.02,0.374,0.39,0.0,0.22,0.275,0,0,8.9,0,0.217,0.199,0.0,0.337,0.073,0.117,0.177,0.57,0.142,routine_load,0,0.0
2025-04-23 17:00:00,60.841,25.5,75.72,0.72,7.58,0.713,0.421,0.0,0.619,0.526,0,1,8.5,0,0.416,0.321,0.0,0.347,0.303,0.079,0.112,0.643,0.174,heavy_rain,1,53.2
2025-04-23 18:00:00,59.494,25.27,48.9,0.74,0.0,0.639,0.0,0.0,0.657,0.445,0,0,9.3,0,0.543,0.189,0.009,0.2,0.213,0.049,0.104,0.678,0.133,feeder_congestion,0,0.0
2025-04-23 19:00:00,61.534,23.55,68.98,2.24,4.67,0.752,0.26,0.0,0.672,0.581,0,0,9.1,0,0.626,0.244,0.038,0.291,0.23,0.035,0.218,0.69,0.175,feeder_congestion,0,0.0
2025-04-23 20:00:00,62.212,22.11,52.98,1.24,0.0,0.79,0.0,0.0,0.748,0.569,0,0,8.8,0,0.551,0.099,0.0,0.2,0.233,0.011,0.181,0.683,0.157,feeder_congestion,0,0.0
2025-04-23 21:00:00,59.757,21.57,76.86,2.02,4.46,0.653,0.248,0.0,0.571,0.426,0,0,9.5,0,0.703,0.12,0.0,0.287,0.18,0.118,0.183,0.673,0.098,low_reserve_margin,0,0.0
2025-04-23 22:00:00,52.502,21.42,61.01,1.79,0.0,0.25,0.0,0.0,0.198,0.135,0,0,10.1,0,0.058,0.264,0.077,0.2,0.194,0.11,0.229,0.61,0.137,routine_load,0,0.0
2025-04-23 23:00:00,48.674,19.29,67.07,0.81,0.0,0.037,0.0,0.0,0.205,0.158,0,0,8.6,0,0.058,0.165,0.001,0.2,0.133,0.048,0.171,0.528,0.113,routine_load,0,0.0
2025-04-24 00:00:00,34.161,20.7,68.06,2.82,0.0,0.0,0.0,0.0,0.103,0.144,0,0,9.4,0,0.0,0.252,0.0,0.211,0.156,0.08,0.262,0.561,0.181,routine_load,0,0.0
2025-04-24 01:00:00,37.353,20.01,85.61,3.31,3.2,0.0,0.178,0.089,0.071,0.177,0,0,9.2,0,0.0,0.293,0.0,0.296,0.151,0.068,0.171,0.55,0.192,routine_load,0,0.0
2025-04-24 02:00:00,49.282,17.36,83.97,4.09,18.73,0.071,1.0,0.311,0.083,0.388,0,1,9.4,0,0.043,0.143,0.0,0.639,0.178,0.202,0.313,0.604,0.229,heavy_rain,0,0.0
2025-04-24 03:00:00,39.002,20.53,81.6,1.68,2.75,0.0,0.153,0.0,0.176,0.117,0,0,9.8,0,0.0,0.356,0.057,0.265,0.087,0.093,0.333,0.585,0.226,routine_load,0,0.0
2025-04-24 04:00:00,44.611,20.9,74.2,0.96,4.74,0.0,0.263,0.0,0.174,0.188,0,1,9.8,0,0.0,0.152,0.0,0.303,0.115,0.109,0.268,0.601,0.142,routine_load,0,0.0
2025-04-24 05:00:00,39.656,22.18,60.55,3.71,0.0,0.0,0.0,0.204,0.171,0.118,0,0,8.9,0,0.0,0.233,0.0,0.262,0.156,0.061,0.28,0.534,0.112,routine_load,0,0.0
2025-04-24 06:00:00,48.978,23.73,54.32,2.88,0.0,0.054,0.0,0.0,0.296,0.095,0,0,8.3,0,0.0,0.277,0.0,0.211,0.206,0.089,0.219,0.513,0.171,routine_load,0,0.0
2025-04-24 07:00:00,48.956,23.49,63.77,2.26,0.0,0.053,0.0,0.0,0.223,0.101,0,0,9.1,0,0.003,0.231,0.08,0.211,0.111,0.018,0.273,0.549,0.176,routine_load,0,0.0
2025-04-24 08:00:00,59.797,24.47,75.9,3.24,3.71,0.655,0.206,0.069,0.409,0.393,0,0,9.1,0,0.461,0.25,0.0,0.3,0.146,0.142,0.2,0.624,0.167,routine_load,0,0.0
2025-04-24 09:00:00,50.014,23.26,79.04,2.69,1.41,0.112,0.078,0.0,0.327,0.24,0,0,7.7,0,0.014,0.171,0.0,0.239,0.198,0.039,0.284,0.512,0.13,routine_load,1,54.9
2025-04-24 10:00:00,56.237,26.99,70.35,1.91,2.56,0.458,0.142,0.0,0.418,0.38,0,0,9.6,0,0.215,0.189,0.0,0.261,0.194,0.097,0.143,0.653,0.167,routine_load,0,0.0
2025-04-24 11:00:00,51.066,27.45,67.63,2.5,3.72,0.17,0.206,0.0,0.181,0.159,0,0,8.8,0,0.089,0.232,0.0,0.283,0.112,0.031,0.167,0.542,0.158,routine_load,0,0.0
2025-04-24 12:00:00,41.634,27.99,73.4,2.7,5.09,0.0,0.283,0.0,0.247,0.147,0,0,9.1,0,0.122,0.25,0.0,0.31,0.096,0.052,0.286,0.561,0.22,routine_load,0,0.0
2025-04-24 13:00:00,42.717,26.56,70.8,2.16,2.13,0.0,0.118,0.0,0.322,0.118,0,0,8.8,0,0.031,0.132,0.022,0.253,0.129,0.015,0.189,0.55,0.113,routine_load,0,0.0
2025-04-24 14:00:00,39.772,27.92,70.77,1.93,2.36,0.0,0.131,0.0,0.322,0.142,0,0,9.0,0,0.0,0.241,0.0,0.257,0.194,0.029,0.223,0.565,0.17,routine_load,0,0.0
2025-04-24 15:00:00,43.204,27.78,46.76,1.9,0.0,0.0,0.0,0.0,0.258,0.102,0,0,9.7,0,0.0,0.178,0.0,0.211,0.201,0.101,0.127,0.591,0.138,routine_load,0,0.0
2025-04-24 16:00:00,53.378,25.32,74.41,0.25,5.38,0.299,0.299,0.0,0.316,0.296,0,1,9.2,0,0.078,0.168,0.0,0.316,0.211,0.084,0.235,0.6,0.133,routine_load,0,0.0
2025-04-24 17:00:00,55.337,26.34,52.89,1.3,0.0,0.408,0.0,0.0,0.596,0.371,0,0,10.2,0,0.424,0.287,0.0,0.211,0.192,0.081,0.17,0.703,0.173,feeder_congestion,0,0.0
2025-04-24 18:00:00,61.581,24.91,39.03,1.47,0.0,0.755,0.0,0.0,0.811,0.504,0,0,9.4,0,0.499,0.198,0.0,0.211,0.322,0.08,0.172,0.712,0.206,feeder_congestion,0,0.0
2025-04-24 19:00:00,66.603,21.55,73.51,1.07,6.52,1.0,0.362,0.0,0.673,0.606,0,0,9.5,0,0.793,0.208,0.001,0.338,0.299,0.126,0.186,0.716,0.198,feeder_congestion,0,0.0
2025-04-24 20:00:00,66.774,22.93,60.58,0.85,0.0,1.0,0.0,0.0,0.881,0.644,0,0,9.0,0,0.676,0.24,0.015,0.211,0.309,0.102,0.183,0.722,0.123,voltage_drop,1,145.9
2025-04-24 21:00:00,56.317,20.89,51.46,1.07,0.0,0.462,0.0,0.0,0.602,0.413,0,0,9.1,0,0.536,0.246,0.005,0.211,0.238,0.052,0.214,0.651,0.169,feeder_congestion,0,0.0
2025-04-24 22:00:00,52.052,18.97,71.69,1.59,4.01,0.225,0.223,0.0,0.185,0.155,0,0,9.6,0,0.081,0.208,0.0,0.289,0.165,0.072,0.208,0.585,0.084,routine_load,0,0.0
2025-04-24 23:00:00,47.808,19.93,81.89,2.68,4.49,0.0,0.249,0.0,0.085,0.0,0,1,9.7,0,0.0,0.21,0.0,0.298,0.056,0.038,0.15,0.549,0.133,routine_load,0,0.0
2025-04-25 00:00:00,37.282,19.58,64.79,3.37,0.0,0.0,0.0,0.105,0.044,0.0,0,0,9.4,0,0.0,0.167,0.0,0.248,0.038,0.072,0.287,0.525,0.186,routine_load,0,0.0
2025-04-25 01:00:00,33.992,20.5,82.19,3.49,1.36,0.0,0.076,0.139,0.225,0.146,0,0,9.5,0,0.035,0.226,0.0,0.283,0.146,0.078,0.218,0.581,0.138,routine_load,0,0.0
2025-04-25 02:00:00,43.179,19.13,92.11,1.71,7.21,0.0,0.4,0.0,0.334,0.248,0,0,9.2,0,0.089,0.233,0.0,0.362,0.168,0.072,0.257,0.593,0.136,heavy_rain,0,0.0
2025-04-25 03:00:00,42.727,20.38,94.87,2.35,3.14,0.0,0.174,0.0,0.14,0.058,1,0,9.3,0,0.031,0.274,0.0,0.283,0.012,0.057,0.317,0.546,0.239,maintenance,0,0.0
2025-04-25 04:00:00,42.431,21.08,51.34,3.63,0.0,0.0,0.0,0.179,0.112,0.009,0,0,9.3,0,0.0,0.284,0.0,0.267,0.133,0.046,0.214,0.53,0.182,routine_load,0,0.0
2025-04-25 05:00:00,42.023,22.32,58.54,4.18,0.0,0.0,0.0,0.336,0.277,0.072,0,0,9.2,0,0.006,0.175,0.059,0.306,0.199,0.042,0.298,0.56,0.2,routine_load,0,0.0
2025-04-25 06:00:00,43.024,21.76,46.45,2.62,0.0,0.0,0.0,0.0,0.189,0.0,0,0,9.7,0,0.0,0.277,0.0,0.222,0.195,0.113,0.218,0.563,0.224,routine_load,0,0.0
2025-04-25 07:00:00,49.27,23.66,60.71,3.39,0.0,0.071,0.0,0.113,0.305,0.138,0,0,9.2,0,0.0,0.151,0.0,0.25,0.18,0.09,0.289,0.572,0.142,routine_load,0,0.0
2025-04-25 08:00:00,60.266,24.02,73.26,2.37,4.51,0.681,0.251,0.0,0.34,0.29,0,0,8.9,0,0.33,0.23,0.01,0.31,0.154,0.144,0.19,0.588,0.21,routine_load,0,0.0
2025-04-25 09:00:00,57.037,25.6,72.31,3.2,4.68,0.502,0.26,0.057,0.408,0.381,0,0,9.1,0,0.303,0.285,0.012,0.327,0.238,0.127,0.269,0.622,0.178,routine_load,0,0.0
2025-04-25 10:00:00,55.623,25.63,79.31,2.35,10.09,0.424,0.561,0.0,0.473,0.46,0,0,9.1,0,0.317,0.293,0.0,0.418,0.252,0.166,0.176,0.644,0.18,heavy_rain,0,0.0
2025-04-25 11:00:00,56.498,26.14,64.04,2.69,3.67,0.472,0.204,0.0,0.261,0.201,0,0,9.4,0,0.284,0.247,0.0,0.293,0.165,0.023,0.23,0.592,0.169,routine_load,0,0.0
2025-04-25 12:00:00,41.564,27.09,39.38,1.45,0.0,0.0,0.0,0.0,0.154,0.003,0,0,8.9,0,0.0,0.284,0.0,0.222,0.162,0.036,0.213,0.516,0.201,routine_load,0,0.0
2025-04-25 13:00:00,38.08,28.73,56.75,0.9,1.01,0.0,0.056,0.0,0.151,0.069,0,0,9.8,0,0.0,0.239,0.0,0.242,0.162,0.107,0.27,0.574,0.16,routine_load,0,0.0
2025-04-25 14:00:00,45.275,25.56,75.99,3.97,4.97,0.0,0.276,0.277,0.24,0.141,0,0,9.1,0,0.066,0.185,0.0,0.388,0.237,0.145,0.257,0.559,0.188,routine_load,0,0.0
2025-04-25 15:00:00,45.54,27.53,52.98,1.64,0.0,0.0,0.0,0.0,0.281,0.129,0,0,10.0,0,0.0,0.288,0.0,0.222,0.029,0.091,0.264,0.613,0.136,routine_load,0,0.0
2025-04-25 16:00:00,61.374,25.55,68.46,2.93,19.65,0.743,1.0,0.0,0.386,0.629,0,0,9.2,0,0.399,0.073,0.0,0.572,0.219,0.147,0.278,0.673,0.154,voltage_drop,0,0.0
2025-04-25 17:00:00,58.074,25.87,64.33,2.39,1.07,0.56,0.06,0.0,0.826,0.503,0,0,9.5,0,0.455,0.247,0.0,0.243,0.274,0.088,0.244,0.717,0.091,feeder_congestion,0,0.0
2025-04-25 18:00:00,61.324,25.83,77.59,0.16,3.12,0.74,0.173,0.0,0.694,0.431,0,0,9.7,0,0.571,0.188,0.0,0.283,0.255,0.037,0.332,0.701,0.152,feeder_congestion,0,0.0
2025-04-25 19:00:00,62.467,24.1,90.08,1.59,1.7,0.804,0.094,0.0,0.666,0.534,0,0,9.8,0,0.527,0.215,0.0,0.255,0.278,0.066,0.197,0.722,0.096,feeder_congestion,1,64.4
2025-04-25 20:00:00,60.624,22.43,75.7,0.53,3.8,0.701,0.211,0.0,0.79,0.55,0,0,9.5,0,0.581,0.354,0.0,0.296,0.274,0.103,0.241,0.724,0.228,feeder_congestion,0,0.0
2025-04-25 21:00:00,60.033,20.39,72.45,1.39,8.17,0.669,0.454,0.0,0.675,0.593,0,0,10.5,0,0.511,0.253,0.0,0.381,0.259,0.079,0.259,0.773,0.157,heavy_rain,0,0.0
2025-04-25 22:00:00,56.407,20.06,87.83,0.48,10.35,0.467,0.575,0.0,0.313,0.517,0,0,9.2,0,0.348,0.179,0.01,0.423,0.161,0.133,0.28,0.643,0.154,heavy_rain,0,0.0
2025-04-25 23:00:00,52.361,19.63,76.43,0.94,10.59,0.242,0.588,0.0,0.221,0.221,0,0,8.5,0,0.084,0.106,0.0,0.428,0.17,0.121,0.269,0.537,0.149,heavy_rain,0,0.0
2025-04-26 00:00:00,35.187,19.64,59.91,1.7,0.0,0.0,0.0,0.0,0.168,0.027,0,0,9.3,0,0.165,0.169,0.0,0.233,0.154,0.051,0.281,0.543,0.126,routine_load,0,0.0
2025-04-26 01:00:00,36.715,18.51,70.21,2.18,4.41,0.0,0.245,0.0,0.0,0.066,0,0,9.7,0,0.036,0.274,0.001,0.318,0.062,0.075,0.29,0.553,0.15,routine_load,0,0.0
2025-04-26 02:00:00,41.248,18.45,83.33,2.83,2.49,0.0,0.138,0.0,0.09,0.117,0,0,9.6,0,0.0,0.189,0.0,0.281,0.139,0.04,0.293,0.563,0.138,routine_load,0,0.0
2025-04-26 03:00:00,38.394,19.86,77.7,2.28,3.61,0.0,0.201,0.0,0.0,0.163,0,0,8.8,0,0.0,0.21,0.0,0.303,0.13,0.054,0.303,0.52,0.11,routine_load,0,0.0
2025-04-26 04:00:00,37.419,19.23,90.85,3.27,2.82,0.0,0.157,0.077,0.0,0.015,0,0,9.2,0,0.0,0.2,0.0,0.307,0.111,0.095,0.287,0.512,0.087,routine_load,0,0.0
2025-04-26 05:00:00,35.235,21.12,55.29,4.06,0.0,0.0,0.0,0.303,0.0,0.0,0,0,8.9,0,0.0,0.161,0.019,0.308,0.148,0.039,0.285,0.496,0.122,routine_load,0,0.0
2025-04-26 06:00:00,52.498,19.58,85.29,3.49,10.42,0.25,0.579,0.14,0.125,0.207,0,1,9.0,0,0.12,0.326,0.018,0.47,0.123,0.122,0.264,0.552,0.168,heavy_rain,0,0.0
2025-04-26 07:00:00,48.084,24.17,56.49,3.22,0.0,0.005,0.0,0.063,0.0,0.0,0,0,9.3,0,0.0,0.23,0.0,0.248,0.061,0.075,0.307,0.516,0.085,routine_load,0,0.0
2025-04-26 08:00:00,52.776,25.46,55.69,3.41,0.0,0.265,0.0,0.116,0.049,0.094,0,0,9.6,0,0.237,0.243,0.0,0.261,0.116,0.07,0.326,0.554,0.175,routine_load,0,0.0
2025-04-26 09:00:00,60.766,24.48,77.8,2.0,12.01,0.709,0.667,0.0,0.331,0.481,0,0,9.0,0,0.392,0.327,0.048,0.466,0.171,0.114,0.208,0.625,0.185,heavy_rain,0,0.0
2025-04-26 10:00:00,51.942,27.79,50.71,3.47,0.0,0.219,0.0,0.133,0.159,0.146,0,0,9.0,0,0.175,0.207,0.084,0.266,0.078,0.087,0.337,0.546,0.204,routine_load,0,0.0
2025-04-26 11:00:00,50.729,27.5,67.78,1.72,5.99,0.152,0.333,0.0,0.03,0.045,0,0,9.7,0,0.156,0.19,0.055,0.349,0.135,0.119,0.291,0.55,0.171,routine_load,0,0.0
2025-04-26 12:00:00,48.308,26.94,65.61,3.39,9.01,0.017,0.501,0.11,0.0,0.026,0,1,8.9,0,0.0,0.221,0.014,0.435,0.18,0.156,0.284,0.5,0.16,heavy_rain,0,0.0
2025-04-26 13:00:00,44.951,26.39,72.07,2.58,11.34,0.0,0.63,0.0,0.017,0.127,1,1,8.9,0,0.0,0.136,0.0,0.453,0.102,0.13,0.332,0.518,0.149,maintenance,0,0.0
2025-04-26 14:00:00,36.753,27.08,36.54,2.19,0.0,0.0,0.0,0.0,0.067,0.0,0,0,10.4,0,0.028,0.231,0.0,0.233,0.09,0.102,0.34,0.588,0.098,routine_load,0,0.0
2025-04-26 15:00:00,53.658,26.75,78.5,2.01,7.37,0.314,0.409,0.0,0.125,0.186,0,0,9.1,0,0.152,0.214,0.038,0.376,0.043,0.094,0.26,0.552,0.149,heavy_rain,0,0.0
2025-04-26 16:00:00,53.112,25.4,70.8,1.43,9.01,0.284,0.501,0.0,0.212,0.321,0,0,8.4,0,0.126,0.205,0.0,0.408,0.162,0.074,0.342,0.551,0.184,heavy_rain,0,0.0
2025-04-26 17:00:00,54.14,25.59,69.49,0.78,3.85,0.341,0.214,0.0,0.348,0.324,0,0,8.7,0,0.55,0.282,0.0,0.307,0.215,0.046,0.294,0.584,0.251,routine_load,0,0.0
2025-04-26 18:00:00,56.334,24.87,74.46,0.64,1.86,0.463,0.104,0.0,0.307,0.257,0,0,8.3,0,0.484,0.229,0.0,0.269,0.154,0.076,0.234,0.546,0.127,routine_load,0,0.0
2025-04-26 19:00:00,61.774,23.32,49.66,2.56,0.0,0.765,0.0,0.0,0.47,0.473,0,0,10.2,0,0.515,0.237,0.0,0.233,0.198,0.021,0.251,0.706,0.174,asset_health,0,0.0
2025-04-26 20:00:00,61.5,22.73,76.02,1.51,6.79,0.75,0.377,0.0,0.513,0.566,0,0,9.3,0,0.6,0.239,0.0,0.365,0.143,0.138,0.325,0.68,0.154,routine_load,0,0.0
2025-04-26 21:00:00,53.327,20.92,72.85,0.81,4.4,0.296,0.245,0.0,0.297,0.339,0,1,8.8,0,0.395,0.243,0.013,0.318,0.176,0.121,0.288,0.586,0.195,routine_load,0,0.0
2025-04-26 22:00:00,47.806,20.59,83.06,2.16,1.09,0.0,0.06,0.0,0.0,0.106,0,0,9.6,0,0.0,0.202,0.0,0.254,0.054,0.119,0.203,0.553,0.169,routine_load,0,0.0
2025-04-26 23:00:00,44.457,19.23,82.23,2.28,0.26,0.0,0.014,0.0,0.077,0.023,0,0,10.2,0,0.055,0.125,0.0,0.238,0.14,0.079,0.356,0.579,0.082,routine_load,0,0.0
2025-04-27 00:00:00,39.929,18.89,84.96,2.07,5.9,0.0,0.328,0.0,0.0,0.132,0,1,9.4,0,0.0,0.169,0.0,0.357,0.105,0.042,0.364,0.544,0.143,routine_load,0,0.0
2025-04-27 01:00:00,39.947,21.21,92.88,1.93,0.23,0.0,0.013,0.0,0.0,0.0,0,0,10.3,0,0.0,0.202,0.0,0.247,0.092,0.058,0.349,0.57,0.157,routine_load,0,0.0
2025-04-27 02:00:00,45.673,18.52,80.58,3.31,4.36,0.0,0.242,0.09,0.065,0.159,0,0,9.3,0,0.0,0.259,0.0,0.35,0.161,0.092,0.302,0.552,0.163,routine_load,0,0.0
2025-04-27 03:00:00,36.856,20.39,62.02,3.67,0.0,0.0,0.0,0.191,0.052,0.03,0,0,8.9,0,0.0,0.244,0.0,0.29,0.066,0.091,0.358,0.504,0.1,routine_load,0,0.0
2025-04-27 04:00:00,37.867,20.31,52.85,3.39,0.0,0.0,0.0,0.112,0.0,0.015,0,0,10.4,0,0.008,0.3,0.0,0.27,0.172,0.065,0.243,0.578,0.169,routine_load,0,0.0
2025-04-27 05:00:00,38.08,19.73,63.68,3.32,0.0,0.0,0.0,0.09,0.057,0.0,0,0,9.1,0,0.0,0.223,0.006,0.265,0.131,0.103,0.247,0.511,0.153,routine_load,0,0.0
2025-04-27 06:00:00,44.173,22.71,80.9,2.75,2.27,0.0,0.126,0.0,0.0,0.0,0,0,9.2,0,0.028,0.377,0.0,0.286,0.099,0.066,0.308,0.509,0.184,routine_load,0,0.0
2025-04-27 07:00:00,42.528,23.06,57.17,3.6,0.0,0.0,0.0,0.172,0.0,0.045,0,0,10.0,0,0.023,0.293,0.04,0.285,0.078,0.08,0.309,0.562,0.206,routine_load,0,0.0
2025-04-27 08:00:00,54.51,24.79,54.13,2.72,0.0,0.362,0.0,0.0,0.038,0.175,0,0,9.5,0,0.0,0.177,0.0,0.242,0.146,0.066,0.318,0.562,0.12,routine_load,0,0.0
2025-04-27 09:00:00,49.865,26.29,49.75,2.12,0.0,0.104,0.0,0.0,0.0,0.0,0,0,9.4,0,0.143,0.211,0.0,0.242,0.081,0.063,0.2,0.522,0.159,routine_load,0,0.0
2025-04-27 10:00:00,52.273,26.08,86.73,3.59,4.88,0.237,0.271,0.168,0.128,0.274,0,0,9.3,0,0.149,0.191,0.037,0.379,0.177,0.107,0.318,0.582,0.168,routine_load,0,0.0
2025-04-27 11:00:00,50.374,26.83,71.55,1.84,4.37,0.132,0.243,0.0,0.068,0.187,0,0,9.1,0,0.051,0.26,0.003,0.327,0.17,0.077,0.207,0.548,0.12,routine_load,0,0.0
2025-04-27 12:00:00,52.307,25.86,71.7,0.97,9.03,0.239,0.502,0.0,0.019,0.199,0,0,9.5,0,0.057,0.254,0.0,0.418,0.071,0.122,0.335,0.568,0.097,heavy_rain,0,0.0
2025-04-27 13:00:00,39.236,28.07,41.01,2.96,0.0,0.0,0.0,0.0,0.015,0.063,0,0,9.7,0,0.049,0.261,0.02,0.242,0.123,0.039,0.208,0.552,0.159,routine_load,0,0.0
2025-04-27 14:00:00,41.376,27.16,73.87,0.58,0.57,0.0,0.032,0.0,0.031,0.0,0,0,9.3,0,0.0,0.1,0.0,0.254,0.048,0.04,0.37,0.522,0.117,routine_load,0,0.0
2025-04-27 15:00:00,45.484,25.25,68.59,1.32,1.33,0.0,0.074,0.0,0.076,0.0,0,0,9.7,0,0.0,0.173,0.0,0.268,0.16,0.041,0.335,0.55,0.118,routine_load,0,0.0
2025-04-27 16:00:00,49.272,26.55,72.52,0.67,4.9,0.071,0.272,0.0,0.053,0.065,0,0,9.7,0,0.013,0.161,0.0,0.338,0.128,0.09,0.337,0.554,0.158,routine_load,0,0.0
2025-04-27 17:00:00,56.582,25.85,76.31,0.83,6.23,0.477,0.346,0.0,0.476,0.474,0,0,9.6,0,0.422,0.225,0.007,0.363,0.198,0.079,0.316,0.678,0.172,routine_load,0,0.0
2025-04-27 18:00:00,56.994,25.17,72.43,2.86,6.16,0.5,0.342,0.0,0.43,0.465,0,0,9.3,0,0.442,0.158,0.0,0.362,0.118,0.044,0.353,0.652,0.114,routine_load,0,0.0
2025-04-27 19:00:00,58.035,25.24,49.21,1.26,0.0,0.558,0.0,0.0,0.38,0.245,0,0,9.3,0,0.371,0.182,0.0,0.242,0.208,0.11,0.369,0.604,0.204,routine_load,0,0.0
2025-04-27 20:00:00,60.937,23.08,42.2,1.69,0.0,0.719,0.0,0.0,0.514,0.345,0,1,9.6,0,0.594,0.144,0.025,0.242,0.213,0.045,0.238,0.659,0.115,routine_load,0,0.0
2025-04-27 21:00:00,55.58,21.91,54.94,2.15,0.0,0.421,0.0,0.0,0.495,0.272,0,1,8.8,0,0.364,0.229,0.0,0.242,0.165,0.038,0.222,0.6,0.223,routine_load,0,0.0
2025-04-27 22:00:00,53.618,20.48,77.25,1.35,11.84,0.312,0.658,0.0,0.211,0.191,0,0,10.9,0,0.139,0.328,0.035,0.473,0.157,0.115,0.36,0.665,0.222,heavy_rain,0,0.0
2025-04-27 23:00:00,46.755,18.4,76.37,2.79,10.29,0.0,0.572,0.0,0.0,0.078,0,0,8.2,0,0.0,0.265,0.0,0.443,0.157,0.105,0.284,0.469,0.171,heavy_rain,1,133.3
2025-04-28 00:00:00,39.061,18.01,91.92,2.56,3.19,0.0,0.177,0.0,0.23,0.161,0,0,9.3,0,0.0,0.282,0.0,0.314,0.212,0.058,0.323,0.572,0.108,routine_load,0,0.0
2025-04-28 01:00:00,34.062,19.12,68.13,3.09,0.0,0.0,0.0,0.025,0.14,0.0,0,0,9.8,0,0.0,0.342,0.0,0.258,0.121,0.042,0.364,0.562,0.125,routine_load,0,0.0
